BikeId;Rental Start Date;Rental End Date;Duration;Fare (in Cents);Starting Location;Ending Location;Rough Distance (KM)
1308;22.11.2021 21:33;22.11.2021 21:44;00:11:01;200;37.86913301474803,32.4866298785249;37.862911224365234,32.48067092895508;0.867327175
1122;22.11.2021 21:13;22.11.2021 21:50;00:37:01;200;37.97904360795054,32.517165988254895;37.94738006591797,32.522071838378906;3.546995771
1304;22.11.2021 21:13;22.11.2021 21:48;00:35:04;200;37.9791058,32.5171434;37.947471618652344,32.52206039428711;3.543873768
1054;22.11.2021 20:21;22.11.2021 20:27;00:05:41;50;37.9474448,32.5121899;37.94736862182617,32.52214050292969;0.872565712
1305;22.11.2021 19:50;22.11.2021 22:16;02:25:37;500;38.0139765,32.5210219;38.009090423583984,32.527530670166016;0.7876174
1296;22.11.2021 19:50;22.11.2021 22:01;02:11:39;500;38.0138688,32.5211316;38.013710021972656,32.52116012573242;0.017831298
1171;22.11.2021 18:08;22.11.2021 18:50;00:42:00;200;37.947435974529476,32.522107622980435;37.89226150512695,32.47616958618164;7.340129529
1111;22.11.2021 17:22;22.11.2021 17:26;00:04:08;50;37.873053622771515,32.48176073815434;37.87760925292969,32.48308181762695;0.519664484
1038;22.11.2021 17:19;22.11.2021 17:22;00:02:19;50;37.9474019,32.5221054;37.94733810424805,32.52214050292969;0.007732769
1291;22.11.2021 17:16;22.11.2021 17:19;00:02:57;50;37.9474057,32.5220888;37.947349548339844,32.522090911865234;0.006246525
1055;22.11.2021 17:10;22.11.2021 17:59;00:48:36;200;37.9790733,32.51715;37.94733810424805,32.522098541259766;3.555359379
1171;22.11.2021 17:09;22.11.2021 17:28;00:19:46;200;37.9388535,32.5116478;37.947410583496094,32.522098541259766;1.321063783
1172;22.11.2021 17:08;22.11.2021 17:58;00:49:48;200;37.8644178,32.4536079;37.864349365234375,32.45355987548828;0.008699372
1052;22.11.2021 17:06;22.11.2021 17:07;00:01:23;50;37.8644103,32.4535583;37.864410400390625,32.453460693359375;0.008568363
1303;22.11.2021 17:04;22.11.2021 17:58;00:53:56;200;37.97911190669497,32.51716455276413;37.947391510009766,32.52207946777344;3.553367405
1131;22.11.2021 17:03;22.11.2021 17:08;00:04:33;50;37.9387707,32.5116878;999,999;14569.99091
1150;22.11.2021 17:01;22.11.2021 17:11;00:10:05;50;38.02254178833951,32.51251976840003;38.009178161621094,32.527469635009766;1.980738209
1118;22.11.2021 16:59;22.11.2021 17:00;00:00:40;0;38.02268091316205,32.51262404984818;38.02259826660156,32.512489318847656;0.014957868
1254;22.11.2021 16:39;22.11.2021 17:28;00:48:59;200;37.8583731,32.542969;37.8584098815918,32.542991638183594;0.004547245
1078;22.11.2021 16:36;22.11.2021 16:46;00:10:07;50;37.979121132536086,32.517154867025276;37.97908020019531,32.51715850830078;0.004562644
1268;22.11.2021 16:35;22.11.2021 16:46;00:11:46;200;37.9790924,32.5171602;37.97901916503906,32.517181396484375;0.00835259
1122;22.11.2021 16:34;22.11.2021 16:35;00:01:44;50;37.97906189274258,32.51711304642692;37.97911071777344,32.517120361328125;0.005466821
1059;22.11.2021 16:19;22.11.2021 17:02;00:42:16;200;37.8996765,32.489999;37.9388313293457,32.5116081237793;4.748556225
1111;22.11.2021 16:18;22.11.2021 16:23;00:05:06;50;37.87775543981745,32.48320795759903;37.87314987182617,32.481781005859375;0.527208722
1198;22.11.2021 16:18;22.11.2021 17:29;01:11:00;350;37.8997171,32.4901115;37.8997688293457,32.49005889892578;0.007374782
1272;22.11.2021 16:12;22.11.2021 16:23;00:10:59;50;38.013789153461786,32.52114988751092;38.0224494934082,32.51247024536133;1.226975427
1115;22.11.2021 16:09;22.11.2021 16:38;00:29:10;200;38.02257,32.5124639;37.979068756103516,32.5172004699707;4.85488972
1295;22.11.2021 16:08;22.11.2021 16:38;00:30:05;200;38.0225594,32.5124663;37.97916030883789,32.51728057861328;4.844160697
1050;22.11.2021 16:08;22.11.2021 17:16;01:08:11;200;37.8643933,32.4535833;37.86439895629883,32.45357894897461;0.000735845
1249;22.11.2021 16:02;22.11.2021 16:04;00:02:26;50;37.8643984,32.4536278;37.8643913269043,32.45362854003906;0.000789171
1055;22.11.2021 15:30;22.11.2021 16:01;00:31:24;200;38.0225628,32.5125079;37.97908020019531,32.517189025878906;4.852411118
1234;22.11.2021 15:29;22.11.2021 15:59;00:29:59;200;38.02254010303561,32.512517608906144;37.97901153564453,32.517189025878906;4.857432467
1059;22.11.2021 15:23;22.11.2021 15:44;00:20:27;200;37.89965415842635,32.49006802219198;37.89971923828125,32.4901008605957;0.007789074
1288;22.11.2021 14:59;22.11.2021 17:47;02:48:00;500;37.85277644190776,32.48912971860458;37.852691650390625,32.488468170166016;0.058843199
1167;22.11.2021 14:51;22.11.2021 17:46;02:55:13;500;37.8527957,32.4884583;37.85245132446289,32.488311767578125;0.040396244
1241;22.11.2021 14:43;22.11.2021 15:45;01:01:33;200;37.8997356,32.4900697;999,999;14565.36905
1311;22.11.2021 14:31;22.11.2021 16:24;01:52:52;350;37.9289539,32.5095952;37.92448043823242,32.507720947265625;0.52388678
1215;22.11.2021 14:31;22.11.2021 16:24;01:53:00;350;37.9294572,32.5089247;37.9244384765625,32.50770950317383;0.568143906
1080;22.11.2021 14:30;22.11.2021 14:43;00:12:55;200;38.0225631,32.5125139;38.009521484375,32.52248001098633;1.692694641
1095;22.11.2021 14:19;22.11.2021 16:55;02:36:09;500;37.9244657,32.5077536;37.947898864746094,32.46171188354492;4.805552374
1226;22.11.2021 14:18;22.11.2021 16:57;02:38:34;500;37.9244194,32.5077198;37.948001861572266,32.4616813659668;4.814331215
1122;22.11.2021 13:43;22.11.2021 14:35;00:52:17;200;37.9791081,32.5171528;37.97917938232422,32.517208099365234;0.009290707
1283;22.11.2021 13:40;22.11.2021 13:41;00:01:03;50;37.9790612,32.5173007;37.97908020019531,32.51715087890625;0.013300361
1304;22.11.2021 13:34;22.11.2021 14:43;01:08:53;200;37.9791054,32.5171521;37.97911071777344,32.517189025878906;0.003290044
1303;22.11.2021 13:33;22.11.2021 14:50;01:17:33;350;37.9790818,32.5171017;37.979068756103516,32.51715850830078;0.005186074
1257;22.11.2021 12:41;22.11.2021 12:58;00:17:00;200;38.0225657,32.5125086;38.0090217590332,32.52756118774414;2.00174127
1216;22.11.2021 12:41;22.11.2021 12:58;00:17:15;200;38.022623436876565,32.5124859022427;38.00920867919922,32.52751922607422;1.989837759
1112;22.11.2021 12:25;22.11.2021 13:22;00:57:19;200;37.8644354,32.4536206;37.87773895263672,32.48316955566406;2.985901453
1231;22.11.2021 12:19;22.11.2021 12:24;00:05:02;50;37.864543,32.4531289;37.864349365234375,32.453651428222656;0.050671878
1161;22.11.2021 12:14;22.11.2021 12:20;00:06:09;50;37.8732234079859,32.48153382448258;37.87744903564453,32.482948303222656;0.485993559
1108;22.11.2021 10:38;22.11.2021 12:42;02:03:39;350;37.9473855,32.5221181;37.97914123535156,32.5172004699707;3.557296751
1283;22.11.2021 10:37;22.11.2021 12:42;02:05:33;350;37.9473183,32.5221163;37.97916030883789,32.51713180541992;3.567532668
1078;22.11.2021 10:23;22.11.2021 12:43;02:19:38;500;37.9474707,32.5220902;37.979251861572266,32.517208099365234;3.559727288
1206;22.11.2021 07:16;22.11.2021 07:29;00:13:19;200;37.8658866,32.4894989;37.865848541259766,32.48891067504883;0.051809175
1206;21.11.2021 22:22;21.11.2021 22:36;00:13:58;200;37.8669633,32.484411;37.865840911865234,32.488929748535156;0.415836051
1277;21.11.2021 22:18;21.11.2021 22:24;00:05:50;50;37.87755777693529,32.48313167917597;37.86735153198242,32.48426055908203;1.139200142
1215;21.11.2021 21:57;21.11.2021 22:41;00:43:24;200;37.920450624113826,32.49864069747971;37.92898941040039,32.50965118408203;1.354320307
1311;21.11.2021 21:41;21.11.2021 22:41;01:00:08;200;37.92442038828389,32.507707595073015;37.92897033691406,32.50965881347656;0.534093587
1145;21.11.2021 21:36;21.11.2021 21:38;00:02:12;50;37.924538268743014,32.50773581679213;37.924530029296875,32.507728576660156;0.001114758
1214;21.11.2021 21:34;21.11.2021 22:24;00:50:25;200;37.8720524,32.4989135;37.87208938598633,32.4989013671875;0.004248302
1281;21.11.2021 21:16;21.11.2021 21:21;00:04:57;50;37.8737116,32.4897376;37.87202072143555,32.49882125854492;0.819182014
1182;21.11.2021 21:11;21.11.2021 21:23;00:12:36;200;37.872243751753594,32.49422924735411;37.87071990966797,32.48347854614258;0.958747018
1046;21.11.2021 21:08;21.11.2021 21:23;00:14:59;200;37.872405191948765,32.494207400997475;37.87229720685774,32.494284920305724;0.013801288
1249;21.11.2021 18:31;21.11.2021 18:59;00:27:56;200;37.8644415,32.4536209;37.86442184448242,32.453590393066406;0.003456689
1112;21.11.2021 18:25;21.11.2021 19:02;00:36:59;200;37.8644063,32.453622;37.86442947387695,32.45362854003906;0.002639999
1231;21.11.2021 18:24;21.11.2021 19:01;00:37:36;200;37.8644262,32.4536255;37.86442184448242,32.453609466552734;0.001488483
1291;21.11.2021 17:59;21.11.2021 18:07;00:07:47;50;37.9474432,32.5220596;37.9473991394043,32.52210998535156;0.006597167
1099;21.11.2021 17:49;21.11.2021 18:17;00:27:56;200;37.8559649,32.4705275;37.86288070678711,32.48067092895508;1.176583782
1022;21.11.2021 17:49;21.11.2021 18:20;00:30:46;200;37.8560278,32.4706494;37.86283874511719,32.480621337890625;1.157568642
1204;21.11.2021 17:46;21.11.2021 18:18;00:31:10;200;37.85596093620691,32.47055507392176;37.86309051513672,32.48078918457031;1.198212414
1147;21.11.2021 17:44;21.11.2021 17:49;00:04:54;50;37.8560703,32.4705013;37.855899810791016,32.470611572265625;0.021286519
1112;21.11.2021 16:36;21.11.2021 16:54;00:18:00;200;37.86442260375014,32.45356503665626;37.86442947387695,32.45362854003906;0.005626714
1084;21.11.2021 16:35;21.11.2021 17:32;00:56:29;200;37.9497517,32.5133017;37.872169494628906,32.498809814453125;8.719927162
1054;21.11.2021 16:34;21.11.2021 16:34;00:00:30;0;37.9497305,32.513314;37.94976043701172,32.513240814208984;0.007229165
1172;21.11.2021 16:33;21.11.2021 16:59;00:25:46;200;37.8644285,32.4535913;999,999;14560.90622
1054;21.11.2021 16:25;21.11.2021 16:31;00:06:17;50;37.9474884,32.522064;37.94976043701172,32.513240814208984;0.813858854
1231;21.11.2021 16:23;21.11.2021 16:33;00:09:16;50;37.8646499,32.4535741;37.864540100097656,32.45378112792969;0.021894103
1052;21.11.2021 16:23;21.11.2021 16:34;00:11:08;200;37.86442599443697,32.45363759992384;37.86442184448242,32.45351028442383;0.011185855
1214;21.11.2021 16:18;21.11.2021 16:27;00:08:15;50;37.8704811,32.4861972;37.87200927734375,32.49885940551758;1.12435772
1285;21.11.2021 16:07;21.11.2021 17:16;01:08:59;200;37.8740313,32.4896743;37.9498291015625,32.51350021362305;8.683644893
1142;21.11.2021 16:03;21.11.2021 16:07;00:03:35;50;37.8740718,32.4895991;37.874359130859375,32.48952865600586;0.032542524
1128;21.11.2021 15:59;21.11.2021 16:14;00:15:22;200;37.9460441,32.5015429;37.94612121582031,32.50164031982422;0.012103821
1214;21.11.2021 15:51;21.11.2021 15:56;00:05:28;50;37.8740496,32.4895786;37.8703498840332,32.48604965209961;0.514965261
1072;21.11.2021 15:50;21.11.2021 17:56;02:06:23;350;37.8723441,32.494312;37.872291564941406,32.49420166015625;0.011310426
1161;21.11.2021 15:39;21.11.2021 15:49;00:09:55;50;37.872069,32.498851;37.87324142456055,32.48175048828125;1.50664376
1291;21.11.2021 15:19;21.11.2021 17:32;02:12:36;500;37.9473717,32.5221224;37.94736099243164,32.522071838378906;0.004590617
1205;21.11.2021 15:18;21.11.2021 16:20;01:01:09;200;37.9460259,32.5015944;37.94607925415039,32.501529693603516;0.00820917
1201;21.11.2021 15:18;21.11.2021 16:20;01:01:29;200;37.9461115,32.5016355;37.94599151611328,32.50157165527344;0.014468586
1108;21.11.2021 15:18;21.11.2021 17:32;02:14:08;500;37.9473153,32.5220462;37.94744110107422,32.52207946777344;0.014289366
1025;21.11.2021 15:12;21.11.2021 17:41;02:28:29;500;37.94737397167511,32.522101919623104;999,999;14571.10376
1122;21.11.2021 15:12;21.11.2021 16:47;01:35:17;350;37.9790613,32.5171346;37.979148864746094,32.517120361328125;0.009816409
1303;21.11.2021 15:12;21.11.2021 16:51;01:39:34;350;37.97907242534338,32.51713390364508;37.979129791259766,32.517120361328125;0.006488292
1257;21.11.2021 15:08;21.11.2021 15:32;00:23:54;200;38.0137336,32.5211701;38.02254867553711,32.512420654296875;1.244282336
1172;21.11.2021 14:47;21.11.2021 15:17;00:29:55;200;37.85370331078612,32.42334471104435;37.86439895629883,32.453590393066406;2.909474123
1112;21.11.2021 14:40;21.11.2021 15:17;00:37:04;200;37.853692,32.4233434;37.86444091796875,32.45362091064453;2.914448283
1233;21.11.2021 14:33;21.11.2021 14:52;00:19:00;200;38.0091005,32.5274723;38.00905990600586,32.527400970458984;0.007709008
1275;21.11.2021 14:02;21.11.2021 14:38;00:35:57;200;37.86441212041696,32.45360475172679;37.86444091796875,32.45357894897461;0.003922284
1050;21.11.2021 14:00;21.11.2021 14:38;00:37:50;200;37.86442926121845,32.45360529851955;37.86436080932617,32.45362091064453;0.007733903
1303;21.11.2021 13:58;21.11.2021 14:58;01:00:11;200;37.979069,32.5171353;37.97898864746094,32.517120361328125;0.009030223
1111;21.11.2021 13:32;21.11.2021 13:39;00:06:57;50;37.867232388960296,32.48418802321015;37.87754821777344,32.48310089111328;1.151030046
1266;21.11.2021 13:24;21.11.2021 15:02;01:38:48;350;38.0091556,32.5274818;37.947021484375,32.48435974121094;7.875256337
1285;21.11.2021 13:20;21.11.2021 15:27;02:06:57;350;37.9497775,32.5133526;37.87405014038086,32.48963165283203;8.673828852
1285;21.11.2021 13:13;21.11.2021 13:17;00:03:38;50;37.9497849,32.5133058;37.9497766,32.5133563;0.004523139
1183;21.11.2021 13:03;21.11.2021 14:11;01:07:44;200;37.8746256,32.4840499;37.877498626708984,32.483341217041016;0.325465142
1123;21.11.2021 12:58;21.11.2021 14:10;01:11:33;350;37.877552,32.4830661;37.87746810913086,32.48337173461914;0.028400863
1277;21.11.2021 12:58;21.11.2021 14:10;01:11:52;350;37.8778054,32.4832075;37.87763977050781,32.48320007324219;0.018428691
1267;21.11.2021 12:12;21.11.2021 12:45;00:33:01;200;37.8926253,32.4780775;37.89265060424805,32.4780387878418;0.004410978
1265;21.11.2021 12:02;21.11.2021 12:10;00:08:10;50;37.8926405,32.4780322;37.892578125,32.47800827026367;0.007246688
1292;21.11.2021 12:01;21.11.2021 12:48;00:46:49;200;37.87206,32.4988444;37.86286163330078,32.54330825805664;4.034868736
1112;21.11.2021 10:40;21.11.2021 10:51;00:10:23;50;37.8535474,32.4234055;37.85367965698242,32.423309326171875;0.01695799
1282;21.11.2021 10:07;21.11.2021 10:25;00:17:47;200;37.8536732,32.4233668;37.857669830322266,32.43101119995117;0.804937578
1244;21.11.2021 09:18;21.11.2021 09:22;00:04:11;50;37.8774566,32.5125876;37.87076950073242,32.51509094238281;0.775356725
1244;20.11.2021 22:32;20.11.2021 22:36;00:04:17;50;37.8706809,32.5150659;37.87725067138672,32.512481689453125;0.764929035
1157;20.11.2021 22:14;20.11.2021 22:24;00:09:37;50;37.9388527,32.5116205;37.94738006591797,32.52206039428711;1.318025012
1141;20.11.2021 21:36;20.11.2021 22:12;00:36:39;200;37.8801303,32.4528856;37.88446044921875,32.4575309753418;0.630909657
1078;20.11.2021 20:43;20.11.2021 21:42;00:58:37;200;37.899725,32.4900708;37.94744873046875,32.522159576416016;6.006876499
1085;20.11.2021 20:27;20.11.2021 20:30;00:03:55;50;37.9482192281985,32.49369997855381;37.948211669921875,32.49382019042969;0.010574187
1025;20.11.2021 20:00;20.11.2021 21:40;01:40:28;350;37.8835496,32.4864692;37.947330474853516,32.52212142944336;7.751100953
1241;20.11.2021 19:55;20.11.2021 20:42;00:47:02;200;37.8835326,32.4864427;37.899818420410156,32.49007034301758;1.838667185
1042;20.11.2021 19:51;20.11.2021 19:54;00:03:02;50;37.8835318,32.4864404;37.883609771728516,32.48637008666992;0.01064185
1161;20.11.2021 18:40;20.11.2021 18:47;00:06:56;50;37.8750623,32.4850641;37.87200164794922,32.49877166748047;1.250370721
1265;20.11.2021 18:09;20.11.2021 18:50;00:40:53;200;37.947422156544306,32.52210751090706;37.8926887512207,32.47806167602539;7.20887721
1171;20.11.2021 18:07;20.11.2021 18:13;00:06:08;50;37.9498533,32.513367;37.938838958740234,32.51163101196289;1.234163079
1303;20.11.2021 17:40;20.11.2021 17:51;00:11:05;200;37.9790878,32.5171451;37.97917938232422,32.5172004699707;0.011280761
1268;20.11.2021 17:38;20.11.2021 17:51;00:13:01;200;37.9790915,32.5171463;37.97911071777344,32.517120361328125;0.003120108
1277;20.11.2021 17:23;20.11.2021 17:27;00:04:07;50;37.8732371901443,32.481480010724745;37.87765884399414,32.48311996459961;0.512302615
1065;20.11.2021 16:57;20.11.2021 17:22;00:25:14;200;37.8800824,32.4529665;37.904239654541016,32.49544143676758;4.594321269
1114;20.11.2021 16:48;20.11.2021 16:59;00:11:29;200;38.0225288,32.512547;38.00947952270508,32.522499084472656;1.69279162
1025;20.11.2021 16:34;20.11.2021 19:59;03:25:41;650;37.9474067,32.5221527;37.883548736572266,32.4864616394043;7.760317878
1241;20.11.2021 16:32;20.11.2021 19:50;03:18:12;650;37.9474627,32.5221247;37.88356018066406,32.4864616394043;7.763860727
1144;20.11.2021 15:43;20.11.2021 15:44;00:00:37;0;37.86557429440461,32.536275904563006;37.86539840698242,32.53614044189453;0.022889113
1144;20.11.2021 15:38;20.11.2021 15:38;00:00:34;0;37.865422109002445,32.53578103212743;37.86552810668945,32.53609085083008;0.029641036
1144;20.11.2021 15:37;20.11.2021 15:38;00:00:37;0;37.865348029455625,32.535887330483284;37.86552810668945,32.53609085083008;0.026835249
1257;20.11.2021 15:36;20.11.2021 16:33;00:56:50;200;38.00962427022586,32.52265909400805;38.01374816894531,32.52111053466797;0.478204803
1144;20.11.2021 15:31;20.11.2021 15:32;00:00:38;0;37.865379714717946,32.535906064064484;37.865478515625,32.53617858886719;0.026325126
1256;20.11.2021 15:29;20.11.2021 16:19;00:50:13;200;37.865442594793215,32.53581514343942;999,999;14562.3881
1144;20.11.2021 15:29;20.11.2021 15:30;00:00:37;0;37.86534863707163,32.536248473084164;37.865478515625,32.53617858886719;0.015690788
1144;20.11.2021 15:27;20.11.2021 15:28;00:00:39;0;37.86543912328128,32.536244841913;37.86553955078125,32.535980224609375;0.02577378
1071;20.11.2021 15:26;20.11.2021 16:06;00:40:34;200;37.86550497555529,32.536068021673685;37.865421295166016,32.536128997802734;0.01073458
1272;20.11.2021 15:05;20.11.2021 16:31;01:26:22;350;38.02257170904243,32.512536468014595;38.01377868652344,32.52109909057617;1.232321778
1161;20.11.2021 14:39;20.11.2021 15:00;00:21:27;200;37.8720999,32.4992787;37.87519073486328,32.48521041870117;1.281759544
1244;20.11.2021 14:07;20.11.2021 14:42;00:35:21;200;37.87079,32.515015;37.87076187133789,32.51504898071289;0.004321985
1208;20.11.2021 10:29;20.11.2021 11:44;01:15:07;350;37.89227406157549,32.476283789399595;37.94974136352539,32.51329040527344;7.167305764
1125;20.11.2021 10:10;20.11.2021 10:24;00:13:51;200;37.864411993607035,32.453591376990765;37.86286163330078,32.48088836669922;2.402472413
1244;20.11.2021 08:41;20.11.2021 08:45;00:03:54;50;37.8774166,32.5126228;37.870670318603516,32.515010833740234;0.778885557
1244;19.11.2021 23:42;19.11.2021 23:46;00:04:33;50;37.8706556,32.5150061;37.877410888671875,32.51272964477539;0.777275187
1275;19.11.2021 23:35;19.11.2021 23:52;00:17:11;200;37.87073494938334,32.48351323638751;37.86442947387695,32.4536018371582;2.717647791
1065;19.11.2021 22:42;19.11.2021 22:52;00:10:33;50;37.8667533,32.4245242;37.88011932373047,32.452911376953125;2.901243512
1129;19.11.2021 22:13;19.11.2021 23:25;01:12:10;350;37.8843805,32.4576224;37.88425064086914,32.45756149291992;0.015397273
1117;19.11.2021 20:59;19.11.2021 21:16;00:16:51;200;37.87759173694657,32.48314295463154;37.855979919433594,32.47058868408203;2.643764275
1220;19.11.2021 18:15;19.11.2021 19:15;01:00:04;200;37.949760470489,32.51324424209119;37.89228820800781,32.47615051269531;7.171261012
1265;19.11.2021 17:37;19.11.2021 18:39;01:02:11;200;37.9473937,32.522099;37.947418212890625,32.522159576416016;0.005970212
1148;19.11.2021 17:30;19.11.2021 18:37;01:07:11;200;37.92899185122896,32.50958180981093;37.92430877685547,32.507720947265625;0.545714012
1215;19.11.2021 17:15;19.11.2021 18:39;01:24:17;350;37.92895393915281,32.509584110260484;37.92451095581055,32.507728576660156;0.520153932
1266;19.11.2021 16:44;19.11.2021 16:53;00:08:14;50;38.0225971,32.5125778;38.00905990600586,32.52742004394531;1.98908244
1285;19.11.2021 16:38;19.11.2021 17:10;00:31:41;200;37.979047,32.517284;37.9498405456543,32.51327896118164;3.266533474
1210;19.11.2021 16:29;19.11.2021 16:32;00:03:05;50;37.9497524,32.513283;37.94982147216797,32.513309478759766;0.008023723
